ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,184000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,184000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,10000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,118000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,118000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,240000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,240000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,185000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,185000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,11300,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,87300,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87300,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87300,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87300,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,87300,1,5
"Yes, without paying a cell phone company or Internet service provider",English only household,12580,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,12580,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,33800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,33800,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,14400,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,49300,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,49300,2,2
"Yes, by paying a cell phone company or Internet service provider",French,31000,1,2
"Yes, by paying a cell phone company or Internet service provider",French,31000,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,4
"Yes, by paying a cell phone company or Internet service provider",English only household,37000,2,4
